"Wegvoertuigen";"Brandstofsoort voertuig";"Perioden";"Totaal verkochte wegvoertuigen (aantal)"
"Bromfiets";"Totaal";"2025 juli*";15380
"Bromfiets";"Totaal";"2025 augustus*";14639
"Bromfiets";"Totaal";"2025 september*";14200
"Bromfiets";"Benzine";"2021 januari";8790
"Bromfiets";"Benzine";"2021 februari";7883
"Bromfiets";"Benzine";"2021 maart";11699
"Bromfiets";"Benzine";"2021 april";10960
"Bromfiets";"Benzine";"2021 mei";11871
"Bromfiets";"Benzine";"2021 juni";12610
"Bromfiets";"Benzine";"2021 juli";11424
"Bromfiets";"Benzine";"2021 augustus";10361
"Bromfiets";"Benzine";"2021 september";10826
"Bromfiets";"Benzine";"2021 oktober";10049
"Bromfiets";"Benzine";"2021 november";8622
"Bromfiets";"Benzine";"2021 december";8283
"Bromfiets";"Benzine";"2022 januari*";8908
"Bromfiets";"Benzine";"2022 februari*";8472
"Bromfiets";"Benzine";"2022 maart*";11212
"Bromfiets";"Benzine";"2022 april*";10720
"Bromfiets";"Benzine";"2022 mei*";11394
"Bromfiets";"Benzine";"2022 juni*";11569
"Bromfiets";"Benzine";"2022 juli*";11146
"Bromfiets";"Benzine";"2022 augustus*";10997
"Bromfiets";"Benzine";"2022 september*";10675
"Bromfiets";"Benzine";"2022 oktober*";10132
"Bromfiets";"Benzine";"2022 november*";9026
"Bromfiets";"Benzine";"2022 december*";7478
"Bromfiets";"Benzine";"2023 januari*";9308
"Bromfiets";"Benzine";"2023 februari*";8948
"Bromfiets";"Benzine";"2023 maart*";10310
"Bromfiets";"Benzine";"2023 april*";10469
"Bromfiets";"Benzine";"2023 mei*";12084
"Bromfiets";"Benzine";"2023 juni*";12790
"Bromfiets";"Benzine";"2023 juli*";12028
"Bromfiets";"Benzine";"2023 augustus*";10910
"Bromfiets";"Benzine";"2023 september*";11763
"Bromfiets";"Benzine";"2023 oktober*";11183
"Bromfiets";"Benzine";"2023 november*";8992
"Bromfiets";"Benzine";"2023 december*";7844
"Bromfiets";"Benzine";"2024 januari*";9121
"Bromfiets";"Benzine";"2024 februari*";9851
"Bromfiets";"Benzine";"2024 maart*";12494
"Bromfiets";"Benzine";"2024 april*";11844
"Bromfiets";"Benzine";"2024 mei*";13107
"Bromfiets";"Benzine";"2024 juni*";12178
"Bromfiets";"Benzine";"2024 juli*";11336
"Bromfiets";"Benzine";"2024 augustus*";11899
"Bromfiets";"Benzine";"2024 september*";12141
"Bromfiets";"Benzine";"2024 oktober*";11485
"Bromfiets";"Benzine";"2024 november*";10128
"Bromfiets";"Benzine";"2024 december*";10301
"Bromfiets";"Benzine";"2025 januari*";11139
"Bromfiets";"Benzine";"2025 februari*";9913
"Bromfiets";"Benzine";"2025 maart*";13067
"Bromfiets";"Benzine";"2025 april*";12802
"Bromfiets";"Benzine";"2025 mei*";14553
"Bromfiets";"Benzine";"2025 juni*";13201
"Bromfiets";"Benzine";"2025 juli*";13258
"Bromfiets";"Benzine";"2025 augustus*";12834
"Bromfiets";"Benzine";"2025 september*";12208
"Bromfiets";"Diesel";"2021 januari";1
"Bromfiets";"Diesel";"2021 februari";0
"Bromfiets";"Diesel";"2021 maart";2
"Bromfiets";"Diesel";"2021 april";0
"Bromfiets";"Diesel";"2021 mei";0
"Bromfiets";"Diesel";"2021 juni";0
"Bromfiets";"Diesel";"2021 juli";0
"Bromfiets";"Diesel";"2021 augustus";0
"Bromfiets";"Diesel";"2021 september";0
"Bromfiets";"Diesel";"2021 oktober";0
"Bromfiets";"Diesel";"2021 november";0
"Bromfiets";"Diesel";"2021 december";0
"Bromfiets";"Diesel";"2022 januari*";0
"Bromfiets";"Diesel";"2022 februari*";0
"Bromfiets";"Diesel";"2022 maart*";0
"Bromfiets";"Diesel";"2022 april*";0
"Bromfiets";"Diesel";"2022 mei*";0
"Bromfiets";"Diesel";"2022 juni*";1
"Bromfiets";"Diesel";"2022 juli*";1
"Bromfiets";"Diesel";"2022 augustus*";1
"Bromfiets";"Diesel";"2022 september*";0
"Bromfiets";"Diesel";"2022 oktober*";0
"Bromfiets";"Diesel";"2022 november*";0
"Bromfiets";"Diesel";"2022 december*";0
"Bromfiets";"Diesel";"2023 januari*";1
"Bromfiets";"Diesel";"2023 februari*";0
"Bromfiets";"Diesel";"2023 maart*";3
"Bromfiets";"Diesel";"2023 april*";0
"Bromfiets";"Diesel";"2023 mei*";0
"Bromfiets";"Diesel";"2023 juni*";0
"Bromfiets";"Diesel";"2023 juli*";0
"Bromfiets";"Diesel";"2023 augustus*";0
"Bromfiets";"Diesel";"2023 september*";1
"Bromfiets";"Diesel";"2023 oktober*";1
"Bromfiets";"Diesel";"2023 november*";0
"Bromfiets";"Diesel";"2023 december*";0
"Bromfiets";"Diesel";"2024 januari*";0
"Bromfiets";"Diesel";"2024 februari*";0
"Bromfiets";"Diesel";"2024 maart*";0
"Bromfiets";"Diesel";"2024 april*";2
"Bromfiets";"Diesel";"2024 mei*";0
"Bromfiets";"Diesel";"2024 juni*";0
"Bromfiets";"Diesel";"2024 juli*";1
"Bromfiets";"Diesel";"2024 augustus*";1
"Bromfiets";"Diesel";"2024 september*";0
"Bromfiets";"Diesel";"2024 oktober*";0
"Bromfiets";"Diesel";"2024 november*";0
"Bromfiets";"Diesel";"2024 december*";0
"Bromfiets";"Diesel";"2025 januari*";0
"Bromfiets";"Diesel";"2025 februari*";0
"Bromfiets";"Diesel";"2025 maart*";0
"Bromfiets";"Diesel";"2025 april*";0
"Bromfiets";"Diesel";"2025 mei*";0
"Bromfiets";"Diesel";"2025 juni*";0
"Bromfiets";"Diesel";"2025 juli*";0
"Bromfiets";"Diesel";"2025 augustus*";0
"Bromfiets";"Diesel";"2025 september*";0
"Bromfiets";"Lpg";"2021 januari";4
"Bromfiets";"Lpg";"2021 februari";2
"Bromfiets";"Lpg";"2021 maart";0
"Bromfiets";"Lpg";"2021 april";2
"Bromfiets";"Lpg";"2021 mei";0
"Bromfiets";"Lpg";"2021 juni";0
"Bromfiets";"Lpg";"2021 juli";0
"Bromfiets";"Lpg";"2021 augustus";0
"Bromfiets";"Lpg";"2021 september";1
"Bromfiets";"Lpg";"2021 oktober";0
"Bromfiets";"Lpg";"2021 november";0
"Bromfiets";"Lpg";"2021 december";1
"Bromfiets";"Lpg";"2022 januari*";2
"Bromfiets";"Lpg";"2022 februari*";1
"Bromfiets";"Lpg";"2022 maart*";2
"Bromfiets";"Lpg";"2022 april*";0
"Bromfiets";"Lpg";"2022 mei*";1
"Bromfiets";"Lpg";"2022 juni*";0
"Bromfiets";"Lpg";"2022 juli*";1
"Bromfiets";"Lpg";"2022 augustus*";1
"Bromfiets";"Lpg";"2022 september*";1
"Bromfiets";"Lpg";"2022 oktober*";0
"Bromfiets";"Lpg";"2022 november*";1
"Bromfiets";"Lpg";"2022 december*";0
"Bromfiets";"Lpg";"2023 januari*";1
"Bromfiets";"Lpg";"2023 februari*";1
"Bromfiets";"Lpg";"2023 maart*";1
"Bromfiets";"Lpg";"2023 april*";0
"Bromfiets";"Lpg";"2023 mei*";0
"Bromfiets";"Lpg";"2023 juni*";1
"Bromfiets";"Lpg";"2023 juli*";0
"Bromfiets";"Lpg";"2023 augustus*";1
"Bromfiets";"Lpg";"2023 september*";1
"Bromfiets";"Lpg";"2023 oktober*";0
"Bromfiets";"Lpg";"2023 november*";0
"Bromfiets";"Lpg";"2023 december*";0
"Bromfiets";"Lpg";"2024 januari*";0
"Bromfiets";"Lpg";"2024 februari*";0
"Bromfiets";"Lpg";"2024 maart*";1
"Bromfiets";"Lpg";"2024 april*";0
"Bromfiets";"Lpg";"2024 mei*";0
"Bromfiets";"Lpg";"2024 juni*";1
"Bromfiets";"Lpg";"2024 juli*";0
"Bromfiets";"Lpg";"2024 augustus*";0
"Bromfiets";"Lpg";"2024 september*";0
"Bromfiets";"Lpg";"2024 oktober*";1
"Bromfiets";"Lpg";"2024 november*";1
"Bromfiets";"Lpg";"2024 december*";0
"Bromfiets";"Lpg";"2025 januari*";0
"Bromfiets";"Lpg";"2025 februari*";0
"Bromfiets";"Lpg";"2025 maart*";1
"Bromfiets";"Lpg";"2025 april*";0
"Bromfiets";"Lpg";"2025 mei*";0
"Bromfiets";"Lpg";"2025 juni*";0
"Bromfiets";"Lpg";"2025 juli*";0
"Bromfiets";"Lpg";"2025 augustus*";0
"Bromfiets";"Lpg";"2025 september*";0
"Bromfiets";"Full elektric (BEV)";"2021 januari";689
"Bromfiets";"Full elektric (BEV)";"2021 februari";1254
"Bromfiets";"Full elektric (BEV)";"2021 maart";1148
"Bromfiets";"Full elektric (BEV)";"2021 april";1226
"Bromfiets";"Full elektric (BEV)";"2021 mei";1391
"Bromfiets";"Full elektric (BEV)";"2021 juni";1509
"Bromfiets";"Full elektric (BEV)";"2021 juli";1471
"Bromfiets";"Full elektric (BEV)";"2021 augustus";1864
"Bromfiets";"Full elektric (BEV)";"2021 september";1796
"Bromfiets";"Full elektric (BEV)";"2021 oktober";1553
"Bromfiets";"Full elektric (BEV)";"2021 november";1725
"Bromfiets";"Full elektric (BEV)";"2021 december";1796
"Bromfiets";"Full elektric (BEV)";"2022 januari*";2319
"Bromfiets";"Full elektric (BEV)";"2022 februari*";1523
"Bromfiets";"Full elektric (BEV)";"2022 maart*";2140
"Bromfiets";"Full elektric (BEV)";"2022 april*";2673
"Bromfiets";"Full elektric (BEV)";"2022 mei*";2332
"Bromfiets";"Full elektric (BEV)";"2022 juni*";2382
"Bromfiets";"Full elektric (BEV)";"2022 juli*";2917
"Bromfiets";"Full elektric (BEV)";"2022 augustus*";2226
"Bromfiets";"Full elektric (BEV)";"2022 september*";2117
"Bromfiets";"Full elektric (BEV)";"2022 oktober*";1936
"Bromfiets";"Full elektric (BEV)";"2022 november*";1961
"Bromfiets";"Full elektric (BEV)";"2022 december*";1785
"Bromfiets";"Full elektric (BEV)";"2023 januari*";1612
"Bromfiets";"Full elektric (BEV)";"2023 februari*";1454
"Bromfiets";"Full elektric (BEV)";"2023 maart*";1742
"Bromfiets";"Full elektric (BEV)";"2023 april*";1553
"Bromfiets";"Full elektric (BEV)";"2023 mei*";1999
"Bromfiets";"Full elektric (BEV)";"2023 juni*";2375
"Bromfiets";"Full elektric (BEV)";"2023 juli*";5870
"Bromfiets";"Full elektric (BEV)";"2023 augustus*";2403
"Bromfiets";"Full elektric (BEV)";"2023 september*";3549
"Bromfiets";"Full elektric (BEV)";"2023 oktober*";2412
"Bromfiets";"Full elektric (BEV)";"2023 november*";2070
"Bromfiets";"Full elektric (BEV)";"2023 december*";1245
"Bromfiets";"Full elektric (BEV)";"2024 januari*";1636
"Bromfiets";"Full elektric (BEV)";"2024 februari*";1446
"Bromfiets";"Full elektric (BEV)";"2024 maart*";2085
"Bromfiets";"Full elektric (BEV)";"2024 april*";2508
"Bromfiets";"Full elektric (BEV)";"2024 mei*";2132
"Bromfiets";"Full elektric (BEV)";"2024 juni*";2038
"Bromfiets";"Full elektric (BEV)";"2024 juli*";2092
"Bromfiets";"Full elektric (BEV)";"2024 augustus*";1840
"Bromfiets";"Full elektric (BEV)";"2024 september*";1849
"Bromfiets";"Full elektric (BEV)";"2024 oktober*";2066
"Bromfiets";"Full elektric (BEV)";"2024 november*";1514
"Bromfiets";"Full elektric (BEV)";"2024 december*";1286
"Bromfiets";"Full elektric (BEV)";"2025 januari*";1839
"Bromfiets";"Full elektric (BEV)";"2025 februari*";1544
"Bromfiets";"Full elektric (BEV)";"2025 maart*";2172
"Bromfiets";"Full elektric (BEV)";"2025 april*";1857
"Bromfiets";"Full elektric (BEV)";"2025 mei*";2739
"Bromfiets";"Full elektric (BEV)";"2025 juni*";2166
"Bromfiets";"Full elektric (BEV)";"2025 juli*";2122
"Bromfiets";"Full elektric (BEV)";"2025 augustus*";1805
"Bromfiets";"Full elektric (BEV)";"2025 september*";1992
"Bromfiets";"Totaal hybrides";"2021 januari";0
"Bromfiets";"Totaal hybrides";"2021 februari";0
"Bromfiets";"Totaal hybrides";"2021 maart";1
"Bromfiets";"Totaal hybrides";"2021 april";0
"Bromfiets";"Totaal hybrides";"2021 mei";0
"Bromfiets";"Totaal hybrides";"2021 juni";1
"Bromfiets";"Totaal hybrides";"2021 juli";0
"Bromfiets";"Totaal hybrides";"2021 augustus";2
"Bromfiets";"Totaal hybrides";"2021 september";0
"Bromfiets";"Totaal hybrides";"2021 oktober";0
"Bromfiets";"Totaal hybrides";"2021 november";0
"Bromfiets";"Totaal hybrides";"2021 december";0
"Bromfiets";"Totaal hybrides";"2022 januari*";0
"Bromfiets";"Totaal hybrides";"2022 februari*";0
"Bromfiets";"Totaal hybrides";"2022 maart*";1
"Bromfiets";"Totaal hybrides";"2022 april*";0
"Bromfiets";"Totaal hybrides";"2022 mei*";0
"Bromfiets";"Totaal hybrides";"2022 juni*";1
"Bromfiets";"Totaal hybrides";"2022 juli*";0
"Bromfiets";"Totaal hybrides";"2022 augustus*";0
"Bromfiets";"Totaal hybrides";"2022 september*";1
"Bromfiets";"Totaal hybrides";"2022 oktober*";0
"Bromfiets";"Totaal hybrides";"2022 november*";0
"Bromfiets";"Totaal hybrides";"2022 december*";0
"Bromfiets";"Totaal hybrides";"2023 januari*";0
"Bromfiets";"Totaal hybrides";"2023 februari*";0
"Bromfiets";"Totaal hybrides";"2023 maart*";0
"Bromfiets";"Totaal hybrides";"2023 april*";0
"Bromfiets";"Totaal hybrides";"2023 mei*";0
"Bromfiets";"Totaal hybrides";"2023 juni*";0
"Bromfiets";"Totaal hybrides";"2023 juli*";0
"Bromfiets";"Totaal hybrides";"2023 augustus*";0
"Bromfiets";"Totaal hybrides";"2023 september*";0
"Bromfiets";"Totaal hybrides";"2023 oktober*";0
"Bromfiets";"Totaal hybrides";"2023 november*";0
"Bromfiets";"Totaal hybrides";"2023 december*";0
"Bromfiets";"Totaal hybrides";"2024 januari*";0
"Bromfiets";"Totaal hybrides";"2024 februari*";0
"Bromfiets";"Totaal hybrides";"2024 maart*";1
"Bromfiets";"Totaal hybrides";"2024 april*";0
"Bromfiets";"Totaal hybrides";"2024 mei*";0
"Bromfiets";"Totaal hybrides";"2024 juni*";0
"Bromfiets";"Totaal hybrides";"2024 juli*";0
"Bromfiets";"Totaal hybrides";"2024 augustus*";0
"Bromfiets";"Totaal hybrides";"2024 september*";0
"Bromfiets";"Totaal hybrides";"2024 oktober*";0
"Bromfiets";"Totaal hybrides";"2024 november*";0
"Bromfiets";"Totaal hybrides";"2024 december*";0
"Bromfiets";"Totaal hybrides";"2025 januari*";0
"Bromfiets";"Totaal hybrides";"2025 februari*";0
"Bromfiets";"Totaal hybrides";"2025 maart*";0
"Bromfiets";"Totaal hybrides";"2025 april*";0
"Bromfiets";"Totaal hybrides";"2025 mei*";0
"Bromfiets";"Totaal hybrides";"2025 juni*";0
"Bromfiets";"Totaal hybrides";"2025 juli*";0
"Bromfiets";"Totaal hybrides";"2025 augustus*";0
"Bromfiets";"Totaal hybrides";"2025 september*";0
"Bromfiets";"Overige/onbekende brandstof";"2021 januari";0
"Bromfiets";"Overige/onbekende brandstof";"2021 februari";0
"Bromfiets";"Overige/onbekende brandstof";"2021 maart";0
"Bromfiets";"Overige/onbekende brandstof";"2021 april";0
"Bromfiets";"Overige/onbekende brandstof";"2021 mei";0
"Bromfiets";"Overige/onbekende brandstof";"2021 juni";0
"Bromfiets";"Overige/onbekende brandstof";"2021 juli";0
"Bromfiets";"Overige/onbekende brandstof";"2021 augustus";0
"Bromfiets";"Overige/onbekende brandstof";"2021 september";0
"Bromfiets";"Overige/onbekende brandstof";"2021 oktober";0
"Bromfiets";"Overige/onbekende brandstof";"2021 november";0
"Bromfiets";"Overige/onbekende brandstof";"2021 december";0
"Bromfiets";"Overige/onbekende brandstof";"2022 januari*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 februari*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 maart*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 april*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 mei*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 juni*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 juli*";1
"Bromfiets";"Overige/onbekende brandstof";"2022 augustus*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 september*";1
"Bromfiets";"Overige/onbekende brandstof";"2022 oktober*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 november*";0
"Bromfiets";"Overige/onbekende brandstof";"2022 december*";0
"Bromfiets";"Overige/onbekende brandstof";"2023 januari*";1
"Bromfiets";"Overige/onbekende brandstof";"2023 februari*";0
"Bromfiets";"Overige/onbekende brandstof";"2023 maart*";3
"Bromfiets";"Overige/onbekende brandstof";"2023 april*";1
"Bromfiets";"Overige/onbekende brandstof";"2023 mei*";1
"Bromfiets";"Overige/onbekende brandstof";"2023 juni*";1
"Bromfiets";"Overige/onbekende brandstof";"2023 juli*";3
"Bromfiets";"Overige/onbekende brandstof";"2023 augustus*";0
"Bromfiets";"Overige/onbekende brandstof";"2023 september*";0
"Bromfiets";"Overige/onbekende brandstof";"2023 oktober*";2
"Bromfiets";"Overige/onbekende brandstof";"2023 november*";0
"Bromfiets";"Overige/onbekende brandstof";"2023 december*";2
"Bromfiets";"Overige/onbekende brandstof";"2024 januari*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 februari*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 maart*";1
"Bromfiets";"Overige/onbekende brandstof";"2024 april*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 mei*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 juni*";1
"Bromfiets";"Overige/onbekende brandstof";"2024 juli*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 augustus*";1
"Bromfiets";"Overige/onbekende brandstof";"2024 september*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 oktober*";0
"Bromfiets";"Overige/onbekende brandstof";"2024 november*";1
"Bromfiets";"Overige/onbekende brandstof";"2024 december*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 januari*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 februari*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 maart*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 april*";1
"Bromfiets";"Overige/onbekende brandstof";"2025 mei*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 juni*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 juli*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 augustus*";0
"Bromfiets";"Overige/onbekende brandstof";"2025 september*";0
"Snorfiets";"Totaal";"2021 januari";16367
"Snorfiets";"Totaal";"2021 februari";15736
"Snorfiets";"Totaal";"2021 maart";26293
"Snorfiets";"Totaal";"2021 april";25945
"Snorfiets";"Totaal";"2021 mei";26663
"Snorfiets";"Totaal";"2021 juni";30043
"Snorfiets";"Totaal";"2021 juli";24694
"Snorfiets";"Totaal";"2021 augustus";21545
"Snorfiets";"Totaal";"2021 september";21413
"Snorfiets";"Totaal";"2021 oktober";17371
"Snorfiets";"Totaal";"2021 november";14802
"Snorfiets";"Totaal";"2021 december";14063
"Snorfiets";"Totaal";"2022 januari*";14971
"Snorfiets";"Totaal";"2022 februari*";14196
"Snorfiets";"Totaal";"2022 maart*";23846
"Snorfiets";"Totaal";"2022 april*";21760
"Snorfiets";"Totaal";"2022 mei*";24500
"Snorfiets";"Totaal";"2022 juni*";23311
"Snorfiets";"Totaal";"2022 juli*";22471
"Snorfiets";"Totaal";"2022 augustus*";21771
"Snorfiets";"Totaal";"2022 september*";18619
"Snorfiets";"Totaal";"2022 oktober*";16515
"Snorfiets";"Totaal";"2022 november*";14104
"Snorfiets";"Totaal";"2022 december*";11830
"Snorfiets";"Totaal";"2023 januari*";14533
"Snorfiets";"Totaal";"2023 februari*";13549
"Snorfiets";"Totaal";"2023 maart*";16105
"Snorfiets";"Totaal";"2023 april*";16137
"Snorfiets";"Totaal";"2023 mei*";19159
"Snorfiets";"Totaal";"2023 juni*";20368
"Snorfiets";"Totaal";"2023 juli*";20926
"Snorfiets";"Totaal";"2023 augustus*";14972
"Snorfiets";"Totaal";"2023 september*";16757
"Snorfiets";"Totaal";"2023 oktober*";13962
"Snorfiets";"Totaal";"2023 november*";10671
"Snorfiets";"Totaal";"2023 december*";8556
"Snorfiets";"Totaal";"2024 januari*";10018
"Snorfiets";"Totaal";"2024 februari*";10803
"Snorfiets";"Totaal";"2024 maart*";14651
"Snorfiets";"Totaal";"2024 april*";14200
"Snorfiets";"Totaal";"2024 mei*";15955
"Snorfiets";"Totaal";"2024 juni*";14497
"Snorfiets";"Totaal";"2024 juli*";13566
"Snorfiets";"Totaal";"2024 augustus*";13809
"Snorfiets";"Totaal";"2024 september*";13308
"Snorfiets";"Totaal";"2024 oktober*";11508
"Snorfiets";"Totaal";"2024 november*";9598
"Snorfiets";"Totaal";"2024 december*";7801
"Snorfiets";"Totaal";"2025 januari*";9691
"Snorfiets";"Totaal";"2025 februari*";9119
"Snorfiets";"Totaal";"2025 maart*";13035
"Snorfiets";"Totaal";"2025 april*";13113
"Snorfiets";"Totaal";"2025 mei*";14787
"Snorfiets";"Totaal";"2025 juni*";12834
"Snorfiets";"Totaal";"2025 juli*";12532
"Snorfiets";"Totaal";"2025 augustus*";11639
"Snorfiets";"Totaal";"2025 september*";10710
"Snorfiets";"Benzine";"2021 januari";13950
"Snorfiets";"Benzine";"2021 februari";14411
"Snorfiets";"Benzine";"2021 maart";23655
"Snorfiets";"Benzine";"2021 april";23257
"Snorfiets";"Benzine";"2021 mei";23803
"Snorfiets";"Benzine";"2021 juni";26783
"Snorfiets";"Benzine";"2021 juli";21406
"Snorfiets";"Benzine";"2021 augustus";18514
"Snorfiets";"Benzine";"2021 september";19563
"Snorfiets";"Benzine";"2021 oktober";15940
"Snorfiets";"Benzine";"2021 november";13511
"Snorfiets";"Benzine";"2021 december";13047
"Snorfiets";"Benzine";"2022 januari*";13905
"Snorfiets";"Benzine";"2022 februari*";12951
"Snorfiets";"Benzine";"2022 maart*";20788
"Snorfiets";"Benzine";"2022 april*";19296
"Snorfiets";"Benzine";"2022 mei*";21760
"Snorfiets";"Benzine";"2022 juni*";20817
"Snorfiets";"Benzine";"2022 juli*";19646
"Snorfiets";"Benzine";"2022 augustus*";18664
"Snorfiets";"Benzine";"2022 september*";16516
"Snorfiets";"Benzine";"2022 oktober*";14860
"Snorfiets";"Benzine";"2022 november*";12818
"Snorfiets";"Benzine";"2022 december*";10606
"Snorfiets";"Benzine";"2023 januari*";13479
"Snorfiets";"Benzine";"2023 februari*";12505
"Snorfiets";"Benzine";"2023 maart*";14805
"Snorfiets";"Benzine";"2023 april*";14854
"Snorfiets";"Benzine";"2023 mei*";17550
"Snorfiets";"Benzine";"2023 juni*";18497
"Snorfiets";"Benzine";"2023 juli*";15556
"Snorfiets";"Benzine";"2023 augustus*";13646
"Snorfiets";"Benzine";"2023 september*";14853
"Snorfiets";"Benzine";"2023 oktober*";12473
"Snorfiets";"Benzine";"2023 november*";9718
"Snorfiets";"Benzine";"2023 december*";7884
"Snorfiets";"Benzine";"2024 januari*";9376
"Snorfiets";"Benzine";"2024 februari*";9956
"Snorfiets";"Benzine";"2024 maart*";13250
"Snorfiets";"Benzine";"2024 april*";12938
"Snorfiets";"Benzine";"2024 mei*";14560
"Snorfiets";"Benzine";"2024 juni*";13103
"Snorfiets";"Benzine";"2024 juli*";12152
"Snorfiets";"Benzine";"2024 augustus*";12614
"Snorfiets";"Benzine";"2024 september*";12228
"Snorfiets";"Benzine";"2024 oktober*";10460
"Snorfiets";"Benzine";"2024 november*";8828
"Snorfiets";"Benzine";"2024 december*";7251
"Snorfiets";"Benzine";"2025 januari*";8769
"Snorfiets";"Benzine";"2025 februari*";8341
"Snorfiets";"Benzine";"2025 maart*";11846
"Snorfiets";"Benzine";"2025 april*";11694
"Snorfiets";"Benzine";"2025 mei*";13177
"Snorfiets";"Benzine";"2025 juni*";11461
"Snorfiets";"Benzine";"2025 juli*";11003
"Snorfiets";"Benzine";"2025 augustus*";10369
"Snorfiets";"Benzine";"2025 september*";9643
"Snorfiets";"Diesel";"2021 januari";0
"Snorfiets";"Diesel";"2021 februari";0
"Snorfiets";"Diesel";"2021 maart";2
"Snorfiets";"Diesel";"2021 april";0
"Snorfiets";"Diesel";"2021 mei";0
"Snorfiets";"Diesel";"2021 juni";0
"Snorfiets";"Diesel";"2021 juli";0
"Snorfiets";"Diesel";"2021 augustus";0
"Snorfiets";"Diesel";"2021 september";0
"Snorfiets";"Diesel";"2021 oktober";0
"Snorfiets";"Diesel";"2021 november";0
"Snorfiets";"Diesel";"2021 december";0
"Snorfiets";"Diesel";"2022 januari*";1
"Snorfiets";"Diesel";"2022 februari*";0
"Snorfiets";"Diesel";"2022 maart*";0
"Snorfiets";"Diesel";"2022 april*";0
"Snorfiets";"Diesel";"2022 mei*";1
"Snorfiets";"Diesel";"2022 juni*";0
"Snorfiets";"Diesel";"2022 juli*";0
"Snorfiets";"Diesel";"2022 augustus*";0
"Snorfiets";"Diesel";"2022 september*";0
"Snorfiets";"Diesel";"2022 oktober*";0
"Snorfiets";"Diesel";"2022 november*";0
"Snorfiets";"Diesel";"2022 december*";0
"Snorfiets";"Diesel";"2023 januari*";1
"Snorfiets";"Diesel";"2023 februari*";0
"Snorfiets";"Diesel";"2023 maart*";0
"Snorfiets";"Diesel";"2023 april*";0
"Snorfiets";"Diesel";"2023 mei*";0
"Snorfiets";"Diesel";"2023 juni*";0
"Snorfiets";"Diesel";"2023 juli*";0
"Snorfiets";"Diesel";"2023 augustus*";0
"Snorfiets";"Diesel";"2023 september*";0
"Snorfiets";"Diesel";"2023 oktober*";0
"Snorfiets";"Diesel";"2023 november*";0
"Snorfiets";"Diesel";"2023 december*";0
"Snorfiets";"Diesel";"2024 januari*";0
"Snorfiets";"Diesel";"2024 februari*";0
"Snorfiets";"Diesel";"2024 maart*";0
"Snorfiets";"Diesel";"2024 april*";0
"Snorfiets";"Diesel";"2024 mei*";0
"Snorfiets";"Diesel";"2024 juni*";0
"Snorfiets";"Diesel";"2024 juli*";0
"Snorfiets";"Diesel";"2024 augustus*";0
"Snorfiets";"Diesel";"2024 september*";0
"Snorfiets";"Diesel";"2024 oktober*";1
"Snorfiets";"Diesel";"2024 november*";0
"Snorfiets";"Diesel";"2024 december*";1
"Snorfiets";"Diesel";"2025 januari*";0
"Snorfiets";"Diesel";"2025 februari*";0
"Snorfiets";"Diesel";"2025 maart*";0
"Snorfiets";"Diesel";"2025 april*";0
"Snorfiets";"Diesel";"2025 mei*";0
"Snorfiets";"Diesel";"2025 juni*";0
"Snorfiets";"Diesel";"2025 juli*";0
"Snorfiets";"Diesel";"2025 augustus*";0
"Snorfiets";"Diesel";"2025 september*";0
"Snorfiets";"Lpg";"2021 januari";0
"Snorfiets";"Lpg";"2021 februari";0
"Snorfiets";"Lpg";"2021 maart";0
"Snorfiets";"Lpg";"2021 april";0
"Snorfiets";"Lpg";"2021 mei";0
"Snorfiets";"Lpg";"2021 juni";0
"Snorfiets";"Lpg";"2021 juli";0
"Snorfiets";"Lpg";"2021 augustus";0
"Snorfiets";"Lpg";"2021 september";0
"Snorfiets";"Lpg";"2021 oktober";0
"Snorfiets";"Lpg";"2021 november";0
"Snorfiets";"Lpg";"2021 december";0
"Snorfiets";"Lpg";"2022 januari*";0
"Snorfiets";"Lpg";"2022 februari*";0
"Snorfiets";"Lpg";"2022 maart*";0
"Snorfiets";"Lpg";"2022 april*";0
"Snorfiets";"Lpg";"2022 mei*";0
"Snorfiets";"Lpg";"2022 juni*";0
"Snorfiets";"Lpg";"2022 juli*";0
"Snorfiets";"Lpg";"2022 augustus*";0
"Snorfiets";"Lpg";"2022 september*";0
