,Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,CBS_Autoverkopen_Totaal,CPI_Verzekeringen_Vervoer,Jaarmutatie_CPI_Verzekeringen_Vervoer,CPI_Nieuwe_Autos,Jaarmutatie_CPI_Nieuwe_Autos,CPI_Tweedehands_Autos,Jaarmutatie_CPI_Tweedehands_Autos,CPI_Onderhoud_en_Reparatie_Privevoertuigen,Jaarmutatie_CPI_Onderhoud_en_Reparatie_Privevoertuigen,CPI_Brandstoffen,Jaarmutatie_CPI_Brandstoffen
83,202206,Auto Particulier,BCS Polis,2377,1316015.63,2371,1315668.86,22,15658.25,25,13356.58,165,89014.04,87941.88,45,24446.29,24285.94,553.645616,554.900404,-1072.16,539.47903,532.98109,252449,115.34,-6.3,127.08,7.3,113.67,12.1,120.84,6.5,157.17,34.8
84,202207,Auto Particulier,BCS Polis,2371,1315668.86,2366,1314936.34,23,15832.71,25,12569.8,191,109022.26,108036.08,45,34956.83,33800.85,554.900404,555.763457,-986.18,570.797172,565.633926,236272,113.73,-7.6,127.44,6.9,114.29,11.9,121.25,5.8,148.25,24.6
85,202208,Auto Particulier,BCS Polis,2366,1314936.34,2375,1322144.54,33,22610.25,23,11596.24,171,92288.0,91891.44,36,26500.69,24443.48,555.763457,556.692437,-396.56,539.695906,537.376842,222048,113.71,-7.6,127.8,7.0,116.4,11.7,121.31,5.5,139.12,16.7
86,202209,Auto Particulier,BCS Polis,2375,1322144.54,2374,1324765.79,20,11969.06,19,8993.69,173,86864.68,86249.27,48,25361.16,26705.62,556.692437,558.031082,-615.41,502.107976,498.550693,235849,113.71,-7.4,128.56,7.5,116.9,11.7,121.55,5.3,134.26,11.4
87,202210,Auto Particulier,BCS Polis,2374,1324765.79,2383,1335852.79,29,19950.99,20,9773.4,187,105369.16,104710.08,48,27364.95,28933.44,558.031082,560.576076,-659.08,563.471443,559.946951,239258,114.53,-6.0,129.07,8.0,117.37,10.0,121.66,5.2,136.75,7.5
88,202211,Auto Particulier,BCS Polis,2383,1335852.79,2377,1335096.97,19,10062.28,24,13559.2,183,103282.4,106501.12,42,23533.91,23404.75,560.576076,561.673104,3218.72,564.384699,581.973333,241480,115.56,-5.2,129.59,8.3,116.83,8.3,121.54,4.7,130.26,-0.6
89,202212,Auto Particulier,BCS Polis,2377,1335096.97,2372,1335109.72,27,17596.64,30,15625.69,167,99276.11,98762.45,59,37105.82,36283.64,561.673104,562.862445,-513.66,594.467724,591.391916,234429,114.84,-2.7,129.89,8.4,117.12,7.8,123.56,6.1,119.64,-7.0
90,202301,Auto Particulier,BCS Polis,2372,1335109.72,2364,1330774.11,30,19184.41,37,21693.84,215,123367.31,121967.12,38,22311.38,22530.99,562.862445,562.93321,-1400.19,573.801441,567.28893,261993,116.79,-0.3,132.94,7.5,119.87,8.7,125.75,8.0,123.77,-5.6
91,202302,Auto Particulier,BCS Polis,2364,1330774.11,2380,1341305.32,38,26473.27,20,13244.92,153,79314.45,78935.62,46,27137.32,25939.13,562.93321,563.573663,-378.83,518.395098,515.919084,243049,116.78,-0.2,133.07,7.4,120.11,8.3,127.22,8.4,122.65,-9.4
92,202303,Auto Particulier,BCS Polis,2380,1341305.32,2386,1348438.3,31,21757.42,24,12851.39,181,99291.55,100729.01,54,35091.05,33513.74,563.573663,565.145976,1437.46,548.572099,556.513867,283018,115.78,0.1,133.43,7.2,120.46,8.2,127.77,8.5,121.69,-20.8
93,202304,Auto Particulier,BCS Polis,2386,1348438.3,2381,1350894.0,19,13840.02,24,15412.66,154,82046.13,83507.68,47,29788.89,32355.68,565.145976,567.364132,1461.55,532.767077,542.257662,245695,117.11,2.2,134.21,7.3,120.75,7.5,129.16,8.9,123.51,-12.7
94,202305,Auto Particulier,BCS Polis,2381,1350894.0,2363,1345594.55,14,8486.58,31,16246.27,174,101752.18,103116.64,40,25118.22,26820.21,567.364132,569.443313,1364.46,584.782643,592.624367,261143,118.12,3.0,134.28,6.4,121.33,6.9,130.35,9.3,119.63,-18.3
95,202306,Auto Particulier,BCS Polis,2363,1345594.55,2352,1342478.65,16,9219.08,28,15986.27,158,85663.49,87669.63,29,15658.5,15670.45,569.443313,570.781738,2006.14,542.173987,554.871075,283218,119.19,3.3,133.91,5.4,121.62,7.0,130.45,8.0,120.73,-23.2
96,202307,Auto Particulier,BCS Polis,2352,1342478.65,2338,1344385.35,15,10074.64,28,19832.99,190,109637.61,114113.37,47,32103.01,39596.34,570.781738,575.015119,4475.76,577.040052,600.596684,262600,118.23,4.0,134.27,5.4,121.97,6.7,132.28,9.1,131.84,-11.1
97,202308,Auto Particulier,BCS Polis,2338,1344385.35,2331,1346134.51,19,13206.86,24,13488.79,169,94040.54,97648.94,43,26189.65,25754.39,575.015119,577.492282,3608.4,556.452899,577.804378,246839,126.89,11.6,134.19,5.0,121.96,4.8,133.22,9.8,138.29,-0.6
98,202309,Auto Particulier,BCS Polis,2331,1346134.51,2314,1339000.44,9,5755.41,24,14446.35,159,83598.24,85987.39,40,21271.24,22425.38,577.492282,578.651875,2389.15,525.775094,540.801194,254920,126.89,11.6,134.23,4.4,121.96,4.3,130.78,7.6,141.65,5.5
99,202310,Auto Particulier,BCS Polis,2314,1339000.44,2299,1332960.99,16,8855.36,30,17189.22,195,112927.14,114346.1,64,37399.37,38519.13,578.651875,579.800343,1418.96,579.113538,586.390256,261486,129.97,13.5,133.88,3.7,121.51,3.5,133.22,9.5,137.13,0.3
100,202311,Auto Particulier,BCS Polis,2299,1332960.99,2261,1312148.55,18,11516.16,55,31677.74,173,100639.22,102948.61,44,30692.55,29376.62,579.800343,580.339915,2309.39,581.729595,595.07867,263724,129.93,12.4,133.35,2.9,120.74,3.3,133.09,9.5,132.91,2.0
101,202312,Auto Particulier,BCS Polis,2261,1312148.55,2257,1316692.25,17,12383.01,21,10458.14,163,100265.01,102618.52,46,28455.72,29430.7,580.339915,583.38159,2353.51,615.12276,629.561472,250733,129.92,13.1,133.35,2.7,119.97,2.4,133.25,7.8,127.53,6.6
102,202401,Auto Particulier,BCS Polis,2257,1316692.25,2254,1323933.0,26,17451.03,27,13071.95,215,124400.68,127559.76,49,29274.31,30300.65,583.38159,587.370452,3159.08,578.607813,593.301209,290748,131.81,12.9,136.12,2.4,122.07,1.8,134.53,7.0,129.07,4.3
103,202402,Auto Particulier,BCS Polis,2254,1323933.0,2243,1323838.76,18,13891.25,27,15407.45,167,92304.88,93805.37,28,17995.74,18529.3,587.370452,590.208987,1500.49,552.723832,561.708802,274958,132.37,13.3,136.16,2.3,121.6,1.2,134.72,5.9,133.18,8.6
104,202403,Auto Particulier,BCS Polis,2243,1323838.76,2234,1326276.28,21,14698.72,29,16240.35,182,99663.56,102110.87,37,23091.46,25903.66,590.208987,593.677833,2447.31,547.601978,561.048736,298540,130.73,12.9,136.04,2.0,121.58,0.9,134.63,5.4,135.2,11.1
105,202404,Auto Particulier,BCS Polis,2234,1326276.28,2217,1322402.74,10,5690.22,25,12323.23,154,88466.43,92651.23,15,8383.65,8523.25,593.677833,596.482967,4184.8,574.457337,601.631363,277264,134.32,14.7,136.42,1.6,121.53,0.6,135.72,5.1,139.31,12.8
106,202405,Auto Particulier,BCS Polis,2217,1322402.74,2210,1327772.99,23,17603.19,29,18270.06,163,95441.9,100868.45,38,30150.97,31596.74,596.482967,600.802257,5426.55,585.533128,618.824846,282771,141.53,19.8,136.54,1.7,121.32,0.0,135.91,4.3,135.57,13.3
107,202406,Auto Particulier,BCS Polis,2210,1327772.99,2210,1340315.42,21,14762.58,19,9373.12,154,84586.55,90244.8,25,15312.0,17942.39,600.802257,606.477565,5658.25,549.263311,586.005194,283084,141.53,18.7,136.54,2.0,121.21,-0.3,135.95,4.2,133.08,10.2
108,202407,Auto Particulier,BCS Polis,2210,1340315.42,2209,1353949.94,21,18295.29,20,11501.45,175,116494.64,122166.03,24,13269.14,16240.97,606.477565,612.924373,5671.39,665.683657,698.0916,280248,141.05,19.3,136.3,1.5,121.47,-0.4,136.12,2.9,133.76,1.5
109,202408,Auto Particulier,BCS Polis,2209,1353949.94,2197,1356825.72,15,13422.26,24,15216.48,166,98738.26,104275.28,12,8891.18,9819.23,612.924373,617.581119,5537.02,594.808795,628.164337,257228,141.61,11.6,136.57,1.8,121.37,-0.5,136.42,2.4,130.48,-5.6
110,202409,Auto Particulier,BCS Polis,2197,1356825.72,2186,1355987.87,11,7459.62,20,14732.05,142,76095.69,82503.73,11,5675.62,6536.97,617.581119,620.305521,6408.04,535.88514,581.012183,268295,141.6,11.6,136.61,1.8,121.07,-0.7,136.04,4.0,125.62,-11.3
111,202410,Auto Particulier,BCS Polis,2186,1355987.87,2165,1351483.25,12,8844.05,33,20618.78,183,109887.75,118321.13,2171,1348831.78,1347877.4,620.305521,624.241685,8433.38,600.479508,646.563551,298430,141.24,8.7,136.97,2.3,120.18,-1.1,137.34,3.1,127.48,-7.0
112,202411,Auto Particulier,BCS Polis,2165,1351483.25,2147,1349861.16,11,7638.49,28,19244.16,176,104085.42,114530.09,20,13154.11,13032.68,624.241685,628.719683,10444.67,591.394431,650.739147,290301,141.3,8.8,136.97,2.7,119.84,-0.7,137.33,3.2,130.98,-1.5
113,202412,Auto Particulier,BCS Polis,2147,1349861.16,2132,1348410.88,12,9465.04,27,20122.51,166,105430.24,113703.13,36,24668.03,25602.33,628.719683,632.462889,8272.89,635.121927,684.958614,276946,141.31,8.8,136.99,2.7,119.45,-0.4,137.73,3.4,131.1,2.8
114,202501,Auto Particulier,BCS Polis,2132,1348410.88,2117,1343776.71,14,8878.7,29,23130.4,211,127519.38,137951.57,51,39467.39,38652.73,632.462889,634.755177,10432.19,604.357251,653.798909,311367,144.62,9.7,138.92,2.1,121.69,-0.3,139.68,3.8,132.2,2.4
115,202502,Auto Particulier,BCS Polis,2117,1343776.71,2102,1346205.29,14,11453.74,29,16340.99,170,101060.98,108670.3,29,20769.53,20458.5,634.755177,640.440195,7609.32,594.476352,639.237058,283406,144.91,9.5,138.82,2.0,121.88,0.2,140.91,4.6,132.5,-0.5
116,202503,Auto Particulier,BCS Polis,2102,1346205.29,2081,1341163.2,16,13116.93,37,29181.75,184,109455.45,120873.57,49,40683.74,40288.35,640.440195,644.480153,11418.12,594.866576,656.921576,299600,144.34,10.4,138.87,2.1,122.02,0.4,140.85,4.6,128.28,-5.1
117,202504,Auto Particulier,BCS Polis,2081,1341163.2,2064,1338249.38,5,3462.68,22,16498.19,150,89650.95,96901.25,65,42019.19,44890.58,644.480153,648.376637,7250.3,597.673,646.008333,282473,143.11,6.5,138.78,1.7,121.94,0.3,140.96,3.9,126.94,-8.9
118,202505,Auto Particulier,BCS Polis,2064,1338249.38,2050,1343017.12,24,18494.32,38,24585.8,162,102939.61,109655.9,90,64382.53,68525.46,648.376637,655.130302,6716.29,635.429691,676.888271,296401,148.32,4.8,138.91,1.7,122.21,0.7,141.2,3.9,125.39,-7.5
119,202506,Auto Particulier,BCS Polis,2050,1343017.12,2035,1346039.65,11,8070.32,26,16625.32,160,97273.27,107377.97,62,39116.76,40589.59,655.130302,661.444545,10104.7,607.957937,671.112312,288087,148.32,4.8,138.91,1.7,122.22,0.8,144.44,6.2,127.6,-4.1
120,202507,Auto Particulier,BCS Polis,2035,1346039.65,2032,1347204.91,21,21630.12,24,24267.25,174,115317.52,118144.45,87,66819.68,67853.94,661.444545,662.994542,2826.93,662.744367,678.991091,297592,153.32,8.7,138.94,1.9,122.52,0.9,145.27,6.7,127.64,-4.6
121,202508,Auto Particulier,BCS Polis,2032,1347204.91,2020,1350156.54,15,12515.63,27,19191.53,155,100666.33,109238.32,24,20865.5,21921.04,662.994542,668.394326,8571.99,649.460193,704.763354,262871,153.33,8.3,138.72,1.6,122.47,0.9,145.55,6.7,127.86,-2.0
122,202509,Auto Particulier,BCS Polis,2020,1350156.54,1999,1339643.08,11,10339.6,32,26181.64,138,82430.89,87188.68,46,38532.49,39103.28,668.394326,670.156618,4757.79,597.325289,631.802028,283048,153.39,8.3,139.17,1.9,122.19,0.9,146.94,8.0,130.18,3.6
123,202510,Auto Particulier,BCS Polis,1999,1339643.08,1998,1348943.03,20,20154.75,21,15100.41,157,100571.66,105470.74,61,53616.31,52962.84,670.156618,675.146661,4899.08,640.583821,671.788152,303116,152.98,8.3,139.25,1.7,121.72,1.3,147.19,7.2,130.01,2.0
124,202511,Auto Particulier,BCS Polis,1998,1348943.03,1988,1353117.84,14,12876.28,24,16219.15,164,106523.64,113287.98,33,21549.34,21767.84,675.146661,680.642776,6764.34,649.53439,690.780365,289484,152.98,8.3,139.31,1.7,121.23,1.2,147.3,7.3,131.74,0.6
125,202512,Auto Particulier,BCS Polis,1988,1353117.84,1982,1364909.52,19,21690.51,25,15933.44,153,103813.1,109008.45,53,40977.93,41491.63,680.642776,688.652633,5195.35,678.516993,712.473529,297384,156.14,10.5,139.25,1.6,120.86,1.2,148.3,7.7,128.5,-2.0
126,201501,Auto Particulier,BOVAG Polis,34714,13702401.5,35527,14042913.47,836,375009.41,20,8662.21,3047,1195931.68,1168647.16,1728,706049.99,705625.27,394.722633,395.274396,-27284.52,392.494808,383.540255,284629,99.66,3.8,100.16,2.7,99.16,1.8,100.08,0.7,95.24,-13.7
127,201502,Auto Particulier,BOVAG Polis,35527,14042913.47,36172,14287635.42,686,301723.11,41,20890.49,2384,939542.17,911338.55,1393,581311.15,573438.23,395.274396,394.991579,-28203.62,394.103259,382.272881,243121,99.68,3.9,100.03,2.4,98.98,1.5,98.66,-0.6,98.65,-10.8
128,201503,Auto Particulier,BOVAG Polis,36172,14287635.42,36926,14594646.01,810,351227.71,50,20643.97,2507,986832.35,959589.59,1398,582820.07,586828.24,394.991579,395.240372,-27242.76,393.630773,382.764096,257217,99.76,3.9,100.05,2.7,99.81,1.6,99.59,0.3,102.62,-6.6
129,201504,Auto Particulier,BOVAG Polis,36926,14594646.01,37614,14886445.58,759,334327.87,65,26511.38,2437,962534.86,942208.22,1316,555137.54,558790.92,395.240372,395.768745,-20326.64,394.967115,386.62627,247228,99.79,3.8,99.63,2.6,99.42,2.1,99.9,0.9,103.91,-7.1
130,201505,Auto Particulier,BOVAG Polis,37614,14886445.58,38297,15188995.69,733,338387.51,49,21350.22,2342,935801.13,916180.12,1350,569817.42,572982.84,395.768745,396.610588,-19621.01,399.573497,391.19561,244140,99.79,3.7,99.52,2.5,99.57,2.5,99.85,0.9,105.58,-5.9
131,201506,Auto Particulier,BOVAG Polis,38297,15188995.69,38940,15472790.67,707,329336.09,56,24672.89,2323,933393.0,906668.19,1222,507580.03,513718.18,396.610588,397.349529,-26724.81,401.804993,390.300555,272186,99.84,3.7,99.75,3.1,100.66,3.6,100.09,1.3,105.97,-6.7
132,201507,Auto Particulier,BOVAG Polis,38940,15472790.67,39656,15779728.35,788,362228.9,65,28259.42,2435,948210.69,925532.52,1311,543812.8,538374.39,397.349529,397.91528,-22678.17,389.408907,380.09549,260815,100.09,3.9,99.73,3.2,99.55,1.6,100.25,1.4,105.52,-6.8
133,201508,Auto Particulier,BOVAG Polis,39656,15779728.35,40239,16052503.84,702,312620.83,108,46931.31,2511,1002246.84,1006801.31,1202,477965.3,481387.06,397.91528,398.928995,4554.47,399.142508,400.956316,232190,100.12,4.2,99.73,2.7,99.88,0.7,100.11,1.0,100.42,-9.7
134,201509,Auto Particulier,BOVAG Polis,40239,16052503.84,40802,16300404.13,704,317983.44,116,56587.86,2544,997720.96,1009217.14,1222,521030.29,500063.1,398.928995,399.500125,11496.18,392.185911,396.70485,255645,100.24,3.3,100.27,3.5,100.41,1.6,100.17,1.0,96.83,-13.5
135,201510,Auto Particulier,BOVAG Polis,40802,16300404.13,41521,16618327.36,879,382910.75,146,61972.61,3020,1187808.51,1192600.65,1363,551313.06,545082.98,399.500125,400.239092,4792.14,393.314076,394.900877,271074,100.21,2.3,100.31,3.4,100.54,1.8,100.27,1.0,95.32,-12.4
136,201511,Auto Particulier,BOVAG Polis,41521,16618327.36,42159,16898138.63,825,355245.35,167,75176.07,3180,1257089.38,1265527.38,1497,624960.27,619499.9,400.239092,400.819246,8438.0,395.311125,397.964584,255282,100.32,2.3,100.4,3.5,100.98,2.0,100.26,0.6,96.82,-8.6
137,201512,Auto Particulier,BOVAG Polis,42159,16898138.63,42728,17159207.87,807,358730.99,219,100151.58,3009,1185690.98,1194877.64,1375,566611.11,562475.27,400.819246,401.591646,9186.66,394.048182,397.101242,294494,100.5,2.5,100.4,3.5,101.05,1.5,100.77,1.0,93.12,-7.1
138,201601,Auto Particulier,BOVAG Polis,42728,17159207.87,43392,17433397.26,951,396393.39,270,124994.54,3735,1477448.99,1487398.15,1631,666056.4,660560.74,401.591646,401.765239,9949.16,395.568672,398.232436,277579,100.7,1.0,101.82,1.7,100.27,1.1,101.41,1.3,90.5,-5.0
139,201602,Auto Particulier,BOVAG Polis,43392,17433397.26,43854,17633313.97,802,337973.05,313,144388.3,2910,1147254.8,1158897.29,1327,537204.16,538660.86,401.765239,402.091347,11642.49,394.245635,398.246491,262034,100.38,0.7,101.7,1.7,100.13,1.2,102.03,3.4,88.61,-10.2
140,201603,Auto Particulier,BOVAG Polis,43854,17633313.97,44422,17896680.1,890,376288.99,292,123181.66,3169,1256746.94,1274893.03,1387,584953.43,586812.36,402.091347,402.878756,18146.09,396.575241,402.301366,278227,100.61,0.9,101.76,1.7,100.37,0.6,101.53,1.9,90.14,-12.2
141,201604,Auto Particulier,BOVAG Polis,44422,17896680.1,44955,18123015.13,882,372623.66,346,162508.54,3066,1225060.8,1239168.89,1282,546405.38,546101.3,402.878756,403.136806,14108.09,399.563209,404.164673,264313,103.44,3.7,101.75,2.1,100.69,1.3,102.68,2.8,93.06,-10.4
142,201605,Auto Particulier,BOVAG Polis,44955,18123015.13,45374,18326545.69,834,347817.29,401,164502.65,2908,1184171.32,1199950.66,1267,521854.58,529097.17,403.136806,403.899715,15779.34,407.211595,412.637778,253759,102.21,2.4,101.81,2.3,100.87,1.3,102.48,2.6,95.32,-9.7
143,201606,Auto Particulier,BOVAG Polis,45374,18326545.69,45903,18577119.2,939,399610.62,409,177161.06,2899,1182169.52,1203073.41,1305,547396.49,555880.98,403.899715,404.703814,20903.89,407.785277,414.996002,293318,102.47,2.6,101.96,2.2,101.01,0.3,102.45,2.4,97.0,-8.5
144,201607,Auto Particulier,BOVAG Polis,45903,18577119.2,46317,18788742.83,879,387645.77,446,188919.53,3070,1213990.19,1231569.3,1349,560793.45,564947.32,404.703814,405.655436,17579.11,395.436543,401.162638,264924,102.5,2.4,102.11,2.4,101.61,2.1,102.02,1.8,94.22,-10.7
145,201608,Auto Particulier,BOVAG Polis,46317,18788742.83,46699,18942634.65,854,352156.53,462,206841.74,2861,1151719.66,1159144.84,1283,547028.02,551587.2,405.655436,405.632554,7425.18,402.558427,405.153736,239804,102.5,2.4,102.15,2.4,102.26,2.4,102.21,2.1,93.42,-7.0
146,201609,Auto Particulier,BOVAG Polis,46699,18942634.65,47132,19144641.28,951,410766.28,500,214325.48,2869,1152684.34,1157773.79,1407,574615.82,579265.67,405.632554,406.191998,5089.45,401.772164,403.54611,257549,102.22,2.0,102.13,1.9,102.4,2.0,102.02,1.8,95.21,-1.7
147,201610,Auto Particulier,BOVAG Polis,47132,19144641.28,47521,19332866.21,900,379086.66,503,216747.24,3477,1389320.35,1413587.7,1542,665838.15,674253.53,406.191998,406.827848,24267.35,399.574446,406.553839,264286,102.23,2.0,102.05,1.7,102.41,1.9,103.14,2.9,97.39,2.2
148,201611,Auto Particulier,BOVAG Polis,47521,19332866.21,47829,19483735.81,834,363688.02,518,221169.96,3573,1437898.15,1446270.22,1358,573714.82,575527.69,406.827848,407.362391,8372.07,402.43441,404.777559,260395,102.23,1.9,101.61,1.2,102.08,1.1,103.88,3.6,96.56,-0.3
149,201612,Auto Particulier,BOVAG Polis,47829,19483735.81,48190,19637021.86,879,383982.81,504,232631.19,3381,1359413.24,1367698.06,1436,599522.16,599406.49,407.362391,407.491634,8284.82,402.074309,404.524714,260253,104.29,3.8,101.61,1.2,102.7,1.6,103.83,3.0,99.92,7.3
150,201701,Auto Particulier,BOVAG Polis,48190,19637021.86,48647,19865018.65,1037,458929.37,547,240518.6,4223,1667484.55,1681159.95,1641,679079.73,688959.35,407.491634,408.350333,13675.4,394.857814,398.096128,293648,105.38,4.6,103.62,1.8,103.2,2.9,103.19,1.8,101.2,11.8
151,201702,Auto Particulier,BOVAG Polis,48647,19865018.65,48936,20001960.63,799,348769.6,494,212576.48,3384,1348725.52,1349927.0,1278,527729.29,531615.5,408.350333,408.737138,1201.48,398.55955,398.914598,258559,107.19,6.8,103.64,1.9,102.83,2.7,104.21,2.1,102.06,15.2
152,201703,Auto Particulier,BOVAG Polis,48936,20001960.63,49375,20221215.36,978,441976.6,521,223842.54,3605,1449594.75,1444023.15,1364,575086.69,586216.89,408.737138,409.543602,-5571.6,402.106726,400.561206,290407,107.16,6.5,103.45,1.7,102.86,2.5,103.73,2.2,100.05,11.0
153,201704,Auto Particulier,BOVAG Polis,49375,20221215.36,49824,20426400.67,900,413590.41,436,191379.16,3491,1416107.84,1411775.26,1306,592267.5,593483.05,409.543602,409.971111,-4332.58,405.645327,404.404256,247092,107.17,3.6,103.49,1.7,102.98,2.3,102.45,-0.2,101.43,9.0
154,201705,Auto Particulier,BOVAG Polis,49824,20426400.67,50304,20633635.59,979,445951.31,477,216178.73,3282,1352606.59,1341447.78,1281,573655.14,573805.32,409.971111,410.178824,-11158.81,412.128759,408.728756,280324,106.09,3.8,104.2,2.3,103.12,2.2,101.88,-0.6,98.63,3.5
155,201706,Auto Particulier,BOVAG Polis,50304,20633635.59,50531,20901513.55,743,360348.77,488,205187.22,3264,1349256.26,1467137.61,1250,581482.44,597399.06,410.178824,413.637441,117881.35,413.375079,449.490689,289854,108.57,6.0,104.31,2.3,103.06,2.0,100.42,-2.0,97.04,0.0
156,201707,Auto Particulier,BOVAG Polis,50531,20901513.55,50663,21138791.15,706,351951.9,556,248173.04,3401,1373247.57,1502768.22,1296,620893.95,628552.02,413.637441,417.243178,129520.65,403.777586,441.860693,275438,108.57,5.9,104.55,2.4,103.05,1.4,98.55,-3.4,96.69,2.6
157,201708,Auto Particulier,BOVAG Polis,50663,21138791.15,50767,21316457.23,606,280476.09,489,221258.18,3236,1304347.56,1416164.64,1176,516673.71,528874.73,417.243178,419.888061,111817.08,403.074029,437.628133,255378,108.9,6.2,104.6,2.4,103.1,0.8,99.25,-2.9,98.09,5.0
158,201709,Auto Particulier,BOVAG Polis,50767,21316457.23,50921,21508041.6,686,322447.58,517,251666.08,3306,1334117.43,1457702.44,1219,562354.73,568091.71,419.888061,422.380581,123585.01,403.544292,440.926327,268701,108.9,6.5,104.63,2.4,103.2,0.8,100.41,-1.6,100.22,5.3
159,201710,Auto Particulier,BOVAG Polis,50921,21508041.6,50915,21669289.69,649,304837.67,622,269435.91,3836,1540290.23,1682206.29,1323,595796.02,593695.58,422.380581,425.597362,141916.06,401.535513,438.531358,274231,111.15,8.7,104.91,2.8,103.57,1.1,101.74,-1.4,99.33,2.0
160,201711,Auto Particulier,BOVAG Polis,50915,21669289.69,50956,21855012.27,635,305287.47,573,261043.98,3836,1551182.37,1692678.74,1303,635039.17,638075.85,425.597362,428.899683,141496.37,404.374966,441.261402,273254,111.51,9.1,105.23,3.6,103.4,1.3,101.55,-2.2,102.43,6.1
161,201712,Auto Particulier,BOVAG Polis,50956,21855012.27,51059,22064917.59,694,345678.63,555,261832.2,3689,1494416.7,1632216.06,1353,625687.67,628487.15,428.899683,432.145509,137799.36,405.100759,442.454882,234953,111.61,7.0,105.23,3.6,103.15,0.4,101.43,-2.3,101.43,1.5
162,201801,Auto Particulier,BOVAG Polis,51059,22064917.59,53515,23489118.04,3180,1598272.87,696,343457.54,4526,1817583.65,1983217.6,2098,997308.16,1005444.71,432.145509,438.925871,165633.95,401.587196,438.183296,312471,113.46,7.7,107.02,3.3,102.59,-0.6,99.79,-3.3,103.25,2.0
163,201802,Auto Particulier,BOVAG Polis,53515,23489118.04,53588,23695671.41,645,322224.44,542,259966.12,3587,1443774.5,1580420.61,1298,610682.3,628443.76,438.925871,442.182417,136646.11,402.501951,440.596768,264207,113.46,5.8,107.02,3.3,102.27,-0.5,98.82,-5.2,101.35,-0.7
164,201803,Auto Particulier,BOVAG Polis,53588,23695671.41,53631,23876374.74,668,326852.99,582,279087.14,3913,1591836.51,1738646.06,1327,615148.48,618785.83,442.182417,445.197269,146809.55,406.807183,444.325596,300625,112.99,5.4,107.48,3.9,102.27,-0.6,100.86,-2.8,100.36,0.3
165,201804,Auto Particulier,BOVAG Polis,53631,23876374.74,53613,24034334.31,575,276834.97,561,264298.39,3741,1530437.28,1674175.45,1278,597835.59,611674.61,445.197269,448.293031,143738.17,409.098444,447.520836,255139,113.04,5.5,107.68,4.0,102.35,-0.6,102.28,-0.2,104.23,2.8
166,201805,Auto Particulier,BOVAG Polis,53613,24034334.31,53647,24165400.6,642,294794.57,584,298762.71,3623,1506777.43,1639682.6,1244,582251.66,592935.65,448.293031,450.45204,132905.17,415.892197,452.575931,276699,112.75,6.3,108.66,4.3,101.66,-1.4,102.82,0.9,108.24,9.7
167,201806,Auto Particulier,BOVAG Polis,53647,24165400.6,53769,24239451.27,693,360894.46,544,265515.11,3413,1543586.18,1534121.08,1221,579709.89,583949.3,450.45204,450.80718,-9465.1,452.26668,449.49343,303763,113.03,4.1,108.56,4.1,102.41,-0.6,103.24,2.8,107.94,11.2
168,201807,Auto Particulier,BOVAG Polis,53769,24239451.27,53877,24306830.67,650,346548.48,521,255578.92,3606,1605766.0,1598840.24,1187,590373.36,590402.66,450.80718,451.154122,-6925.76,445.303937,443.383316,277713,113.08,4.2,108.67,3.9,101.77,-1.2,102.12,3.6,107.85,11.5
169,201808,Auto Particulier,BOVAG Polis,53877,24306830.67,53856,24311396.52,633,320364.77,608,298772.81,3329,1459379.88,1450553.5,1098,519090.66,518096.87,451.154122,451.414819,-8826.38,438.383863,435.732502,266203,111.73,2.6,109.71,4.9,101.67,-1.4,103.05,3.8,109.03,11.2
170,201809,Auto Particulier,BOVAG Polis,53856,24311396.52,53914,24339421.92,603,304489.75,525,263232.78,3479,1536713.14,1530729.42,1155,532489.12,530256.25,451.414819,451.449009,-5983.72,441.711164,439.99121,257021,113.02,3.8,109.94,5.1,101.57,-1.6,103.72,3.3,109.39,9.1
171,201810,Auto Particulier,BOVAG Polis,53914,24339421.92,53904,24330295.88,576,294073.98,574,286985.35,3935,1712842.3,1705206.05,1162,563060.18,558178.22,451.449009,451.363458,-7636.25,435.283939,433.343341,273113,113.41,2.0,110.03,4.9,101.32,-2.2,105.81,4.0,108.89,9.6
172,201811,Auto Particulier,BOVAG Polis,53904,24330295.88,53955,24361761.45,625,326659.27,542,273871.91,3923,1726469.37,1714048.95,1274,611480.96,616947.77,451.363458,451.519997,-12420.42,440.089056,436.923005,269241,113.56,1.8,109.97,4.5,101.13,-2.2,105.52,3.9,104.38,1.9
